date|datetime_friendly|user_id|page_name|content_name|Video Start|Video Completes|Video 25%|Video 50%|Video 75%|Audio Start|Audio Completes|Audio 25%|Audio 50%|Audio 75%|platform|market
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Nose breathing (6 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Relaxation techniques (6 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Butt workout (5 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Abdominal breathing (5 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|How to find purpose at any age (5 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Arms workout (5 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Balanced & healthy (2 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Dealing with the hardest times (5 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Ab workout (5 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Sunrise (5 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
2022-01-12|Wed. 12 Jan. 2022|ae8df877-64a9-40ac-8f38-08c231ef5b78|::unspecified::|Rain (15 min)|1|0|0|0|0|0.0|0.0|0.0|0.0|0.0|Web|US
