datetime|datetime_friendly|prop28|event110|cm300007853_5ebcb03b9005f6248a063d1f|cm300007853_5ebcb00d9005f6248a063d1b|cm300007853_5ebcafaa04dd2673d5b06ecb|evar54|evar55|evar80
2021-06-12 01:00:00|Sat. 12 Jun. 2021 (Hour 1)|e088ac98-d736-40dd-aa18-6281e90b2798|0|0|0|0|||
2021-06-12 01:00:00|Sat. 12 Jun. 2021 (Hour 1)|a493e9ce-be70-4604-96f9-09063d5f28e4|0|0|0|0|||
2021-06-12 01:00:00|Sat. 12 Jun. 2021 (Hour 1)|379003c7-1a2f-4100-b26d-ea77d7bb1deb|0|0|0|0|||
2021-06-12 01:00:00|Sat. 12 Jun. 2021 (Hour 1)|OIAM_31c4d94b-99e4-434c-b37c-11fca55a56ef|0|0|0|0|||
2021-06-12 01:00:00|Sat. 12 Jun. 2021 (Hour 1)|73246c62-46a1-4ff9-b4bb-647783c059db|0|0|0|0|||
2021-06-12 01:00:00|Sat. 12 Jun. 2021 (Hour 1)|0713be12-81c9-4042-bd75-a6b87e425482|0|0|0|0|||
2021-06-12 01:00:00|Sat. 12 Jun. 2021 (Hour 1)|e4c82409-09c3-461a-b49f-94f86827debb|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|5014fde9-41b3-4f8e-8998-0da0c3fb1e70|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|d0aed149-198e-4567-bda5-2cf12a8364ce|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|c2ef3b61-035f-4dd0-b3ac-4afaa41f2f1a|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|5a9ca8ea-40eb-446f-9ad4-0938804f8e2d|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|0197cd40-639b-4005-ac01-fae05cb8759e|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|456014b8-be9d-48c3-91c9-389874caf4f1|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|e9121580-6e63-40f4-b542-c5c9959f56d0|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|24e8972b-7997-40e5-b3ef-2acc6ea19c54|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|da5e852f-fae2-4950-aa94-a383cea045f4|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|65212e86-7231-48de-81f4-0677efa51bb1|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|9ae51703-54d4-4a3a-8cad-6a671101bd34|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|5716ed60-06ad-4f0a-bfca-8950789478ea|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|4f396cce-aa0e-418e-ad8d-f2bc4ba66aac|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|bab43810-d929-441c-bd4d-6e32c9704450|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_04e9c298-69bc-4205-84d3-0f2ad7875c0d|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|58bbfeae-b0db-4e3d-a77a-2593caedf038|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_1f15bc55-babf-4438-ad55-184e1e921f17|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|f0e2f812-38e6-4256-a37a-2d3729a332e8|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|f53fb298-12be-4770-b35a-268fb4f26bbc|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|2e38958d-ba68-4ddf-85ef-50965203eaaa|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_c61c63e6-e7ff-4437-976a-3444e08911e0|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|05d1a94e-df8b-4f94-9634-e971eb06ef1d|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|6c4c8c9a-4e9c-465a-a83c-b17bf4153f06|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|07ba3051-c1a5-4609-b8b8-98507e842429|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|fa1d4b8e-81c8-4046-bee6-29b0c2d96945|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|8758abbf-9f06-466a-89e3-f70970d4337a|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|12d4234f-38af-44a6-a556-2ae22336028d|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|1a4f2fc1-babe-4506-ae3b-07c3cd9189d0|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|5528084e-e906-460e-87c0-b3637633e596|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_89d66c04-1f6a-4104-9365-956445097451|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|6d0eeadc-cfe4-4634-8b5b-40d2471f8891|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|e7af32d1-f450-46cd-a712-59e3771fe31e|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|c120f5e3-dc3b-4fdf-8c99-dbed1f826f5f|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|f4ce8b02-9936-4616-8d40-1f7da9cc7d0d|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_a0021b3e-f68b-4e33-b4b0-4c7569796f64|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|7ab705bc-f04a-4e9e-ac7a-5a3f89e01366|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|52a68d6e-da16-4348-83a8-1bcc3d577ab7|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|15faa9d7-4e20-451f-aa35-0c3357158129|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_fa030e1c-597a-40a1-919a-ae000475cd32|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_916697fb-0e92-4280-b42f-8bc9fdbb49bb|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|793002f1-deac-4a81-89d6-bd320119b0a6|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_9174794c-4b56-40e4-8ba2-3842adbd09b0|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|41b9ae37-c6bb-410d-a3d7-b2f26218dc3d|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|e088ac98-d736-40dd-aa18-6281e90b2798|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|a493e9ce-be70-4604-96f9-09063d5f28e4|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|379003c7-1a2f-4100-b26d-ea77d7bb1deb|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|OIAM_31c4d94b-99e4-434c-b37c-11fca55a56ef|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|73246c62-46a1-4ff9-b4bb-647783c059db|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|0713be12-81c9-4042-bd75-a6b87e425482|0|0|0|0|||
2021-06-12 02:00:00|Sat. 12 Jun. 2021 (Hour 2)|e4c82409-09c3-461a-b49f-94f86827debb|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|5014fde9-41b3-4f8e-8998-0da0c3fb1e70|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|d0aed149-198e-4567-bda5-2cf12a8364ce|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|c2ef3b61-035f-4dd0-b3ac-4afaa41f2f1a|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|5a9ca8ea-40eb-446f-9ad4-0938804f8e2d|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|0197cd40-639b-4005-ac01-fae05cb8759e|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|456014b8-be9d-48c3-91c9-389874caf4f1|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|e9121580-6e63-40f4-b542-c5c9959f56d0|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|24e8972b-7997-40e5-b3ef-2acc6ea19c54|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|da5e852f-fae2-4950-aa94-a383cea045f4|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|65212e86-7231-48de-81f4-0677efa51bb1|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|9ae51703-54d4-4a3a-8cad-6a671101bd34|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|5716ed60-06ad-4f0a-bfca-8950789478ea|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|4f396cce-aa0e-418e-ad8d-f2bc4ba66aac|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|bab43810-d929-441c-bd4d-6e32c9704450|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|OIAM_04e9c298-69bc-4205-84d3-0f2ad7875c0d|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|58bbfeae-b0db-4e3d-a77a-2593caedf038|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|OIAM_1f15bc55-babf-4438-ad55-184e1e921f17|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|f0e2f812-38e6-4256-a37a-2d3729a332e8|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|f53fb298-12be-4770-b35a-268fb4f26bbc|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|2e38958d-ba68-4ddf-85ef-50965203eaaa|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|OIAM_c61c63e6-e7ff-4437-976a-3444e08911e0|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|05d1a94e-df8b-4f94-9634-e971eb06ef1d|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|6c4c8c9a-4e9c-465a-a83c-b17bf4153f06|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|07ba3051-c1a5-4609-b8b8-98507e842429|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|fa1d4b8e-81c8-4046-bee6-29b0c2d96945|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|8758abbf-9f06-466a-89e3-f70970d4337a|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|12d4234f-38af-44a6-a556-2ae22336028d|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|1a4f2fc1-babe-4506-ae3b-07c3cd9189d0|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|5528084e-e906-460e-87c0-b3637633e596|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|OIAM_89d66c04-1f6a-4104-9365-956445097451|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|6d0eeadc-cfe4-4634-8b5b-40d2471f8891|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|e7af32d1-f450-46cd-a712-59e3771fe31e|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|c120f5e3-dc3b-4fdf-8c99-dbed1f826f5f|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|f4ce8b02-9936-4616-8d40-1f7da9cc7d0d|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|OIAM_a0021b3e-f68b-4e33-b4b0-4c7569796f64|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|7ab705bc-f04a-4e9e-ac7a-5a3f89e01366|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|52a68d6e-da16-4348-83a8-1bcc3d577ab7|0|0|0|0|||
2021-06-12 03:00:00|Sat. 12 Jun. 2021 (Hour 3)|15faa9d7-4e20-451f-aa35-0c3357158129|0|0|0|0|||
