datetime|datetime_friendly|prop28|cm300007853_5ebcb2f0edbac973579e1f14|cm300007853_5ebcb2db173a781c24180686|cm300007853_5ebcb2164c546630df62b223|evar54|evar55|evar80
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|OIAM_f3172f57-7440-443b-a32e-287ba904abc5|0|0|2|Wellness Discounts|Hp_Sccarefirst|US
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|OIAM_f3172f57-7440-443b-a32e-287ba904abc5|0|0|1|Financial Well-being|Hp_Sccarefirst|US
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|2a746f0b-e1e3-4d3d-bb01-2071c00ae316|0|0|0|||
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|OIAM_b268d1f7-4320-4695-af95-10de43213fea|0|0|0|||
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|91034a8f-345e-4468-b8a5-17531922d2f6|0|0|0|||
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|a4a6549a-6cff-47b1-874d-2b9a43b99fd1|0|0|0|||
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|ca57a22a-01de-41e7-9a68-3ddda7cffe68|0|0|0|||
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|539a019a-ee4b-4466-926c-0d7daf107123|0|0|1|Rewards|Hp_Sccarefirst|US
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|5c757c86-735c-4bc1-b53c-59a7a003a49b|0|0|0|||
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|fb424a57-e3a6-4ec4-90dd-eab6cb53fd8a|0|0|0|||
2021-06-12 22:00:00|Sat. 12 Jun. 2021 (Hour 22)|e3903335-7dcf-4f79-ad39-22e591605403|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|OIAM_f3172f57-7440-443b-a32e-287ba904abc5|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|2a746f0b-e1e3-4d3d-bb01-2071c00ae316|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|OIAM_b268d1f7-4320-4695-af95-10de43213fea|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|91034a8f-345e-4468-b8a5-17531922d2f6|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|a4a6549a-6cff-47b1-874d-2b9a43b99fd1|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|ca57a22a-01de-41e7-9a68-3ddda7cffe68|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|539a019a-ee4b-4466-926c-0d7daf107123|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|5c757c86-735c-4bc1-b53c-59a7a003a49b|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|fb424a57-e3a6-4ec4-90dd-eab6cb53fd8a|0|0|0|||
2021-06-12 23:00:00|Sat. 12 Jun. 2021 (Hour 23)|e3903335-7dcf-4f79-ad39-22e591605403|0|0|0|||
