entity|metric_id|month|validated
9500044|1000049|2022-04|PASSED
9500044|1000049|2022-03|PASSED
9500044|1000049|2022-02|PASSED
9500044|1000049|2022-01|PASSED
9500044|1000049|2021-12|PASSED
9500044|100002100|2022-04|PASSED
9500044|100002100|2022-03|PASSED
9500044|100002100|2022-02|PASSED
9500044|100002100|2022-01|PASSED
9500044|100002100|2021-12|PASSED
9500044|100002100|2021-11|PASSED
